ID,source,context,prequestion,options,answer,question,
728,LOGICQA2.0,"Text is the soul of calligraphy. The bookish style and artistic style of calligraphy are closely related to the humanistic spirit behind the text. Calligraphy with the absence of text is incomplete calligraphy. As for the judgment of the value of calligraphy, although it has been adjusted to a certain extent in traditional culture and modern culture, the culture of calligraphy has not been shaken at all. The art of calligraphy has always assumed the function of carrying Tao. The calligraphy classics represented by the Preface to the Collection of Orchid Pavilion and manuscripts for nephews are the products of pen and ink and rhetoric, which contain national feelings, national character and humanistic spirit, and embody the calligrapher's cultural accomplishment and artistic accomplishment.",Which of the following options does not match the meaning of the above?,"['A. The content of the text should not be ignored in evaluating the value of calligraphy works.', 'B. The level of art of calligraphy depends on the literary level of the calligrapher.', 'C. The old motto of Literature to carry Tao is also applicable to the art of calligraphy.', 'D. Almost all the excellent calligraphy works are legal posts of excellent texts.']",B,"Read the following context:Text is the soul of calligraphy. The bookish style and artistic style of calligraphy are closely related to the humanistic spirit behind the text. Calligraphy with the absence of text is incomplete calligraphy. As for the judgment of the value of calligraphy, although it has been adjusted to a certain extent in traditional culture and modern culture, the culture of calligraphy has not been shaken at all. The art of calligraphy has always assumed the function of carrying Tao. The calligraphy classics represented by the Preface to the Collection of Orchid Pavilion and manuscripts for nephews are the products of pen and ink and rhetoric, which contain national feelings, national character and humanistic spirit, and embody the calligrapher's cultural accomplishment and artistic accomplishment.Now please respond:Which of the following options does not match the meaning of the above?",
729,LOGICQA2.0,"Political emotion refers to the inner experience and feeling of political subjects in political life to the political system, political activities, political events and political figures, which is formed with the process of people's political cognition, and is a general term for the psychological reaction of various political object, love and hate only dare, beauty and ugliness.",Which of the following options is not political emotion?,"['A. Those who entered the race gave impassioned speeches because their political expectations and needs were met', 'B. American voters are already disgusted with superficial democracy, with about half expressing political indifference in various ways', 'C. Admiration for leaders and heroes, love for the motherland and the nation', 'D. Chagrin at the waste of time']",D,"Read the following context:Political emotion refers to the inner experience and feeling of political subjects in political life to the political system, political activities, political events and political figures, which is formed with the process of people's political cognition, and is a general term for the psychological reaction of various political object, love and hate only dare, beauty and ugliness.Now please respond:Which of the following options is not political emotion?",
730,LOGICQA2.0,"A street comprehensive management committee has a total of 6 members: F, G, H, I, M and P. Each of these members shall serve as a member of at least one of the three sub-committees under the Comprehensive Management Committee. Each sub-committee consists of three different members. The known information is as follows: one of the six members serves as a member of three subcommittees. F is not a member of the same subcommittee as G. H is not a member of the same subcommittee as I.",Which of the following options must be true?,"['A. M and P jointly serve as members of a sub-committee.', 'B. F and H jointly serve as members of a sub-committee.', 'C. G and I jointly serve as members of a sub-committee.', 'D. I only serve as a member of one sub-committee.']",A,"Read the following context:A street comprehensive management committee has a total of 6 members: F, G, H, I, M and P. Each of these members shall serve as a member of at least one of the three sub-committees under the Comprehensive Management Committee. Each sub-committee consists of three different members. The known information is as follows: one of the six members serves as a member of three subcommittees. F is not a member of the same subcommittee as G. H is not a member of the same subcommittee as I.Now please respond:Which of the following options must be true?",
731,LOGICQA2.0,"The excuse is to admit that the activity itself is wrong, but the party denies that he should bear the responsibility. The defense is to admit that should be responsible for the activity, but the party denies that the activity is wrong. In the face of failed events, people use excuses to minimize their responsibilities, while  use defense  to try to redefine controversial actions so that they do not look too bad.","According to the above definition, which of the following is an defense?","['A. Xiao Li lost a business and caused a certain loss to the company. He said it was caused by his leg injury being half an hour late', ""B. When a department made a mistake, the person in charge said thatThey didn't ask for my opinion at all when they decided. I don't know anything about it."", ""C. Consumers in a country questioned the practice of adding carbon monoxide to the packaging to make the meat look ruddy and fresh, but the country's Food Administration said that this practice is generally safe"", ""D. A company's product has a quality problem, and the statement said that it was caused by the use of substandard parts produced by other companies""]",C,"Read the following context:The excuse is to admit that the activity itself is wrong, but the party denies that he should bear the responsibility. The defense is to admit that should be responsible for the activity, but the party denies that the activity is wrong. In the face of failed events, people use excuses to minimize their responsibilities, while  use defense  to try to redefine controversial actions so that they do not look too bad.Now please respond:According to the above definition, which of the following is an defense?",
732,LOGICQA2.0,"Heern: I object to the mayor' s proposal that taxicabs pick up and drop off passengers only at designated stops. This proposal aims to reduce traffic jams and accidents, but if the mayor herself were affected by such a law, she would oppose it. Thus the proposal is without merit.",The reasoning in Heern's argument is most vulnerable to criticism on the grounds that this argument,"['A. takes for granted that the frequency and location of designated stops would inconvenience most taxicab users', ""B. takes for granted that other people would share the mayor's dissatisfaction with the proposed law"", 'C. presumes, without providing justification, that the proposed law would not be the most effective way to reduce traffic jams and accidents', ""D. focuses on the mayor's preferences instead of addressing the merits of the proposal""]",D,"Read the following context:Heern: I object to the mayor' s proposal that taxicabs pick up and drop off passengers only at designated stops. This proposal aims to reduce traffic jams and accidents, but if the mayor herself were affected by such a law, she would oppose it. Thus the proposal is without merit.Now please respond:The reasoning in Heern's argument is most vulnerable to criticism on the grounds that this argument",
733,LOGICQA2.0,"There are three types of robots in a laboratory. Type A can recognize colors, type B can recognize shapes and type C can recognize neither colors nor shapes. The lab experimented with red balls, basketball, red squares and blue squares on robots 1 and 2, and ordered them to pick up the red ball, but No. 1 picked up the red square and No. 2 picked up the basketball.","According to the above experiments, which of the following assertions must be true?","['A. Both No. 1 and No. 2 must be type C.', 'B. Neither No.1 nor No.2 is definitely Type C.', 'C. No. 1 is Type A and No. 2 is Type B.', 'D. No. 1 is not Type B and No. 2 is not Type A.']",D,"Read the following context:There are three types of robots in a laboratory. Type A can recognize colors, type B can recognize shapes and type C can recognize neither colors nor shapes. The lab experimented with red balls, basketball, red squares and blue squares on robots 1 and 2, and ordered them to pick up the red ball, but No. 1 picked up the red square and No. 2 picked up the basketball.Now please respond:According to the above experiments, which of the following assertions must be true?",
734,LOGICQA2.0,"Factory director: the adoption of the new process flow can greatly reduce the sulfur dioxide produced by the copper smelting workshop. The key point of this new process is to replace the original open furnace with a closed furnace. However, not only does it cost a lot to purchase and install new equipment, but also the cost of operating the new process is higher than the current process. Therefore, on the whole, the adoption of the new process flow will greatly increase the production cost and make the plant unprofitable. Chief engineer: I have different opinions. In fact, the smelting capacity of the latest closed furnace is unmatched by the existing open furnace.",On which of the following questions is the chief engineer and the factory director most likely to disagree?,"['A. Whether the adoption of new process flow will make the factory unprofitable.', 'B. Whether the cost of running the new process necessarily higher than the current process.', 'C. Whether the adoption of the new process flow can greatly reduce the sulfur dioxide produced by the copper smelting workshop.', 'D. Whether the smelting capacity of the latest closed furnace is indeed significantly better than that of the existing open furnace.']",A,"Read the following context:Factory director: the adoption of the new process flow can greatly reduce the sulfur dioxide produced by the copper smelting workshop. The key point of this new process is to replace the original open furnace with a closed furnace. However, not only does it cost a lot to purchase and install new equipment, but also the cost of operating the new process is higher than the current process. Therefore, on the whole, the adoption of the new process flow will greatly increase the production cost and make the plant unprofitable. Chief engineer: I have different opinions. In fact, the smelting capacity of the latest closed furnace is unmatched by the existing open furnace.Now please respond:On which of the following questions is the chief engineer and the factory director most likely to disagree?",
735,LOGICQA2.0,"There is an elderly model in Redmi mobile phone, which is an innovation forced according to the user feedback in the forum. We first heard a large number of users complain that the elderly dare not use smart phones because the Android system is too complex for the elderly to know what to do. Technicians focus on developing products on these issues. The current Redmi mobile phone 'elderly mode' removes all information aggregation and focuses on the card interface, laying out the functions such as SMS, phone, news and photography that the elderly can use on the desktop very good. ",Which of the following statements is confirmed by the above cases?,"['A. What the market needs should be decided by consumers, not enterprises.', ""B. Users don't know what they want until you put the product in front of them."", 'C. In a fully competitive market, innovation can subvert everything.', ""D. When you buy, you can use any language; but when you sell, you must use the buyer's language.""]",A,"Read the following context:There is an elderly model in Redmi mobile phone, which is an innovation forced according to the user feedback in the forum. We first heard a large number of users complain that the elderly dare not use smart phones because the Android system is too complex for the elderly to know what to do. Technicians focus on developing products on these issues. The current Redmi mobile phone 'elderly mode' removes all information aggregation and focuses on the card interface, laying out the functions such as SMS, phone, news and photography that the elderly can use on the desktop very good. Now please respond:Which of the following statements is confirmed by the above cases?",
736,LOGICQA2.0,"Recently discovered bird fossils are about 20 million years older than the fossils of the birdlike dinosaurs from which the birds are generally claimed to have descended. So these newly discovered fossils show, contrary to the account espoused by most paleontologists, that no bird descended from any dinosaur.",The reasoning in the argument is flawed in that the argument,"['A. draws a generalization that is broader than is warranted by the findings cited', 'B. ignores the possibility that dinosaurs and birds descended from a common ancestor', 'C. fails to consider the possibility that dinosaurs descended from birds', 'D. attacks the adherents of the opposing view personally instead of addressing any reason for their view']",A,"Read the following context:Recently discovered bird fossils are about 20 million years older than the fossils of the birdlike dinosaurs from which the birds are generally claimed to have descended. So these newly discovered fossils show, contrary to the account espoused by most paleontologists, that no bird descended from any dinosaur.Now please respond:The reasoning in the argument is flawed in that the argument",
737,LOGICQA2.0,"Spending the first year of a child's life in a nursery can cause anxiety. In our study, 464 children between the ages of 12 and 13 were tested with a situational test designed to test the relationship between children's 1-year-old status and their attachment to their mothers. The result: 41.5 percent of children who had been in day care and 25.7 percent of children who had been home care were rated as anxious and overly dependent on their mothers.","Which of the following, if true, is the least likely to challenge the conclusions of the study?","['A. Most of the children who are cared for at home in the first year after birth are cared for by grandparents or grandparents, and form a strong family relationship.', 'B. The host of this study has been shown to have experienced a long period of neglect from their nursery aunts in their early childhood.', 'C. Another study of mothers  found that parents want to send their children to day care to correct excessive attachment at home.', 'D. The children in the study were not randomly selected for either day care or home care. As a result, there is likely to be a systematic difference between the families of the two groups of children.']",A,"Read the following context:Spending the first year of a child's life in a nursery can cause anxiety. In our study, 464 children between the ages of 12 and 13 were tested with a situational test designed to test the relationship between children's 1-year-old status and their attachment to their mothers. The result: 41.5 percent of children who had been in day care and 25.7 percent of children who had been home care were rated as anxious and overly dependent on their mothers.Now please respond:Which of the following, if true, is the least likely to challenge the conclusions of the study?",
738,LOGICQA2.0,"Did all ancient Chinese cities have walls? In people's impression, all ancient cities seemed to have walls, especially the towering walls of capital city, which marked the loss of the supreme walls of imperial power and often meant the demise of empires.The city of Beijing in the Ming and Qing dynasties, the city of Bianliang in the Northern Song Dynasty, the city of Yongtang, the city of Changan, the female east capital of Luoyang and so on. The Lifang pattern in these cities and the tall city walls in the periphery constitute the most distinct physical and chemical representation of the imperial capital.",Which of the following options is most likely to be followed by this passage?,"['A. Development and evolution of imperial capital', 'B. The function of ancient capital city wall', 'C. The relationship between imperial power and urban pattern', 'D. Ancient Chinese cities without walls']",D,"Read the following context:Did all ancient Chinese cities have walls? In people's impression, all ancient cities seemed to have walls, especially the towering walls of capital city, which marked the loss of the supreme walls of imperial power and often meant the demise of empires.The city of Beijing in the Ming and Qing dynasties, the city of Bianliang in the Northern Song Dynasty, the city of Yongtang, the city of Changan, the female east capital of Luoyang and so on. The Lifang pattern in these cities and the tall city walls in the periphery constitute the most distinct physical and chemical representation of the imperial capital.Now please respond:Which of the following options is most likely to be followed by this passage?",
739,LOGICQA2.0,"In defending the Hyperion School of Journalism from charges that its program is of little or no value to its students, the dean of the school pointed to its recent success in placing students: 65 percent of its graduates went on to internships or jobs in print or broadcast journalism.","Which one of the following, if true, most seriously undermines the defense offered by the dean?","['A. The program offered by the Hyperion School of Journalism is similar in quality and content to those offered by its peer institutions.', ""B. More than half of the school's students came from jobs in journalism to improve their skills."", 'C. The number of cities with more than one major newspaper has declined sharply over the last 25 years.', 'D. Some newspaper editors do not regard journalism schools as a necessary part of the training of a journalist.']",B,"Read the following context:In defending the Hyperion School of Journalism from charges that its program is of little or no value to its students, the dean of the school pointed to its recent success in placing students: 65 percent of its graduates went on to internships or jobs in print or broadcast journalism.Now please respond:Which one of the following, if true, most seriously undermines the defense offered by the dean?",
740,LOGICQA2.0,"It is generally accepted that symphony is elegant music. Understanding Symphony writers helps to understand symphony. But if you can't really resonate with it, you will feel boring. If you go on like this, of course, you won't know a writer deeply.",Which of the followings can be infered,"['A. As long as we know a writer deeply, we will be able to resonate with him', 'B. The deeper the feeling, the more natural love', 'C. The more you love, the more you love symphony', 'D. The more you like symphony, the more you like that writer']",B,"Read the following context:It is generally accepted that symphony is elegant music. Understanding Symphony writers helps to understand symphony. But if you can't really resonate with it, you will feel boring. If you go on like this, of course, you won't know a writer deeply.Now please respond:Which of the followings can be infered",
741,LOGICQA2.0,Career development refers to the process of promoting qualified employees within the organization from a lower-level position to a higher-level position when some of the more important positions in the organization need to recruit personnel.,Which of the following options does not belong to career development?,"['A. The position of Deputy Director of the Laws and Regulations Department is vacant, and the Chief of the Laws and Regulations Section 1 will be the candidate for promotion.', 'B. The vacancy of the head of the Finance Division was filled by an exceptional promotion of a chief staff member of the division.', 'C. The Finance Department lacks a lead accountant and promotes an accountant in the department.', 'D. An agency lacks a car driver, and it is planned to arrange a temporary cleaner to learn to drive.']",D,Read the following context:Career development refers to the process of promoting qualified employees within the organization from a lower-level position to a higher-level position when some of the more important positions in the organization need to recruit personnel.Now please respond:Which of the following options does not belong to career development?,
742,LOGICQA2.0,"The early universe contained only the lightest elements, hydrogen and nitrogen. Heavier elements, such as carbon, were only formed in stellar nuclear reactions and diverged when stars exploded. A layer of recently discovered nebulae contained billions of carbon. It was formed years ago, when the age of the universe was less than two billion years.",Which of the following can be inferred:,"['A. Gas clouds contain hydrogen and nitrogen.', 'B. The earliest stars contained only hydrogen.', 'C. There are stars before the universe was two billion years old.', 'D. The carbon in the gas cloud later becomes part of the constituent stars.']",C,"Read the following context:The early universe contained only the lightest elements, hydrogen and nitrogen. Heavier elements, such as carbon, were only formed in stellar nuclear reactions and diverged when stars exploded. A layer of recently discovered nebulae contained billions of carbon. It was formed years ago, when the age of the universe was less than two billion years.Now please respond:Which of the following can be inferred:",
743,LOGICQA2.0,"The Interpol team needs to strengthen the anti-drug team. Regarding who in the team will participate in the team, the following opinions have been agreed: (1) If A participates, then B will also participate; (2) If C does not participate, then D will participate; (3) If A does not participate and C participates, then Captain E will participate; (4) Captain E and Deputy Captain B cannot both participate; (5) The superior decides that the deputy captain will participate.","Based on the above comments, Which of the following options is completely correct?","['A. A, D, have participated', 'B. C, D, have participated', 'C. A, B, have participated', 'D. A, B, D have participated']",D,"Read the following context:The Interpol team needs to strengthen the anti-drug team. Regarding who in the team will participate in the team, the following opinions have been agreed: (1) If A participates, then B will also participate; (2) If C does not participate, then D will participate; (3) If A does not participate and C participates, then Captain E will participate; (4) Captain E and Deputy Captain B cannot both participate; (5) The superior decides that the deputy captain will participate.Now please respond:Based on the above comments, Which of the following options is completely correct?",
744,LOGICQA2.0,"According to some astronomers, Earth is struck by a meteorite large enough to cause an ice age on an average of once every 100 million years. The last such incident occurred nearly 100 million years ago, so we can expect that Earth will be struck by such a meteorite in the near future. This clearly warrants funding to determine whether there is a means to protect our planet from such meteorite strikes.",The reasoning in the argument is most subject to criticism on the grounds that the argument,"['A. presumes, without providing justification, that some feasible means can be found to deter large meteorite strikes', 'B. makes a bold prescription on the basis of evidence that establishes only a high probability for a disastrous event', 'C. moves from evidence about the average frequency of an event to a specific prediction about when the next such event will occur', ""D. presumes, without providing justification, that the probability of a chance event's occurring is not affected by whether the event has occurred during a period in which it would be expected to occur""]",C,"Read the following context:According to some astronomers, Earth is struck by a meteorite large enough to cause an ice age on an average of once every 100 million years. The last such incident occurred nearly 100 million years ago, so we can expect that Earth will be struck by such a meteorite in the near future. This clearly warrants funding to determine whether there is a means to protect our planet from such meteorite strikes.Now please respond:The reasoning in the argument is most subject to criticism on the grounds that the argument",
745,LOGICQA2.0,"The winter of 2020 seems to come earlier than usual. Before November, there was the first snowfall and the temperature dropped below zero in some parts of our country. According to this, the winter of 2020 will be the coldest winter in China in 60 years.","Which of the following options, if true, most weakens the above argument?","['A. There are no signs of a significant drop in temperature in some other parts of our country compared with previous years.', 'B. In areas with heavy snow before November, there has been almost no similar phenomenon in previous years.', 'C. Under the condition of global warming, the average temperature in winter in China has shown an upward trend in recent years.', 'D. According to statistics, the time of the first snowfall is not significantly related to the average temperature throughout the winter.']",D,"Read the following context:The winter of 2020 seems to come earlier than usual. Before November, there was the first snowfall and the temperature dropped below zero in some parts of our country. According to this, the winter of 2020 will be the coldest winter in China in 60 years.Now please respond:Which of the following options, if true, most weakens the above argument?",
746,LOGICQA2.0,"A says B is fat, B says C is fat, and C and D both say they are not fat.","If only one of the four statements is wrong, then who must be fat?","['A. Only A', 'B. Only B', 'C. Only C', 'D. Only B and C']",B,"Read the following context:A says B is fat, B says C is fat, and C and D both say they are not fat.Now please respond:If only one of the four statements is wrong, then who must be fat?",
747,LOGICQA2.0,"China has implemented the etiquette of not marrying with the same surname since the Zhou Dynasty. Qu Li said: the same surname is the clan, and there is the meaning of gathering people of the whole clan, so it is based on the surname.... Even though it has been a hundred generations since their ancestors, they are still not allowed to intermarry.  Guoyu said, when you take a wife, you should avoid her with the same surname. He also said, if you don't marry with the same surname, evil doesn't come into being. From this point of view, the ancients of our country have long understood the principle of eugenics in modern genetics, otherwise they would not have realized the harmfulness of next-of-kin marriage.","Which of the following options, if true, weakens the author's explanation of unmarried with the same surname?","['A. The etiquette system of intermarriage between different clans has laid the foundation of etiquette and law for the political marriage between countries.', 'B. The ancients in our country formulated the etiquette of not marrying with the same surname based on the experience that marriage with the same surname led to incest and malbirth.', 'C. The intermarriage between the State of Qin and the State of Jin is called the good of Qin and Jin, and the good of Qin and Jin is a model of not marrying with the same surname.', 'D. The etiquette of not marrying with the same surname encourages the intermarriage of different clans, and the intermarriage of different clans promotes the integration of different ethnic groups.']",D,"Read the following context:China has implemented the etiquette of not marrying with the same surname since the Zhou Dynasty. Qu Li said: the same surname is the clan, and there is the meaning of gathering people of the whole clan, so it is based on the surname.... Even though it has been a hundred generations since their ancestors, they are still not allowed to intermarry.  Guoyu said, when you take a wife, you should avoid her with the same surname. He also said, if you don't marry with the same surname, evil doesn't come into being. From this point of view, the ancients of our country have long understood the principle of eugenics in modern genetics, otherwise they would not have realized the harmfulness of next-of-kin marriage.Now please respond:Which of the following options, if true, weakens the author's explanation of unmarried with the same surname?",
748,LOGICQA2.0,Township sages mediation refers to the civil mediation method in which rural dignitaries with high prestige and influence come forward to resolve disputes after disputes occur among villagers.,Which of the following options does not belong to  the township sages mediation?,"['A. Lao Zhou and Lao Ma went to court because of the dispute over loans. After the court accepted it, they went to the village for a hearing and invited several township sages to attend. After on-the-spot mediation, the two sides reached an understanding.', 'B. Lao Xiao traveled north and south when he was young, and he was well-informed, and the whole village respected him very much. The cattle of the Zhang family ate the grass of the Li family, and the water of the Gao family entered the house of the Qi family. As long as the villagers found him, the problem was solved.', ""C. After Lao Yu retired from the town judicial office and returned to the village, he solved the old problem of discord between the Chiang family's mother-in-law and daughter-in-law with the local method of the common people. From then on, when there was any dispute in the village, everyone liked to come and ask him to judge."", 'D. Lao Zhang and his neighbor Lao Li clashed and blocked the road in front of their home. The old branch secretary at the head of the village used to mediate. As soon as they saw him, they lost more than half of their anger, shook hands and opened the road.']",A,Read the following context:Township sages mediation refers to the civil mediation method in which rural dignitaries with high prestige and influence come forward to resolve disputes after disputes occur among villagers.Now please respond:Which of the following options does not belong to  the township sages mediation?,
749,LOGICQA2.0,"Garbage in this neighborhood probably will not be collected until Thursday this week. Garbage is usually collected here on Wednesdays, and the garbage collectors in this city are extremely reliable. However, Monday was a public holiday, and after a public holiday that falls on a Monday, garbage throughout the city is supposed to be collected one day later than usual.",The argument proceeds by,"['A. treating something that is probable as though it were inevitable', 'B. generalizing about all actions of a certain kind on the basis of a description of one such action', 'C. treating several pieces of irrelevant evidence as though they provide support for the conclusion', 'D. providing information that allows application of a general rule to a specific case']",D,"Read the following context:Garbage in this neighborhood probably will not be collected until Thursday this week. Garbage is usually collected here on Wednesdays, and the garbage collectors in this city are extremely reliable. However, Monday was a public holiday, and after a public holiday that falls on a Monday, garbage throughout the city is supposed to be collected one day later than usual.Now please respond:The argument proceeds by",
750,LOGICQA2.0,"Children's Day is coming, the kindergarten teacher for the class Xiao Ming, Xiao Lei, Xiao Gang, Xiao Fang, florets and other 5 children prepared red, orange, yellow, green, green, blue, purple and other 7 gifts. It is known that all gifts are given, and each gift can only be received by one person, with a maximum of two gifts per person. In addition, the gift delivery also needs to meet the following requirements :(1) if Xiao Ming receives an orange gift, Xiao  Fang will receive a blue gift; (2) If Xiao Lei does not receive a red gift, Xiao Fang will not receive a blue gift; (3) If Xiao Gang does not receive a yellow gift, then Xiao Gang will not receive a purple gift; (4) No one can receive both yellow and green gifts. Xiao Ming only got orange presents, and Xiao Hua only got purple presents.","According to the above information, if Xiao Gang received two gifts, which of the following can be concluded?","['A. Xiao Lei received two presents, red and green.', 'B. Xiao Gang received yellow and blue presents.', 'C. Xiao Fang received green and blue presents.', 'D. Xiao Gang received yellow and cyan presents.']",D,"Read the following context:Children's Day is coming, the kindergarten teacher for the class Xiao Ming, Xiao Lei, Xiao Gang, Xiao Fang, florets and other 5 children prepared red, orange, yellow, green, green, blue, purple and other 7 gifts. It is known that all gifts are given, and each gift can only be received by one person, with a maximum of two gifts per person. In addition, the gift delivery also needs to meet the following requirements :(1) if Xiao Ming receives an orange gift, Xiao  Fang will receive a blue gift; (2) If Xiao Lei does not receive a red gift, Xiao Fang will not receive a blue gift; (3) If Xiao Gang does not receive a yellow gift, then Xiao Gang will not receive a purple gift; (4) No one can receive both yellow and green gifts. Xiao Ming only got orange presents, and Xiao Hua only got purple presents.Now please respond:According to the above information, if Xiao Gang received two gifts, which of the following can be concluded?",
751,LOGICQA2.0,"Possession modification refers to the transfer of the right to the movable property, the two parties also agreed that the transferee to continue to occupy the movable property, the property right from the transfer agreement when the effective effect.","According to the above definition, which of the following options is a possession modification?","['A. A to rent furniture sold to B, but because the lease period is not complete, temporarily unable to recover furniture, A the right to return the home to B', 'B. Mall staff in use, accidentally the television rental camera broke, the mall at the original price to buy the camera', 'C. A sold his house to tenant B, and went through the transfer procedures, B because back home to deal with things temporarily did not stay, A then continued to live in the house', 'D. A sold all their books to B, in the delivery of this book, A also want to read for a while, and then reached an agreement with B, borrowed the book for 15 days, B said yes']",D,"Read the following context:Possession modification refers to the transfer of the right to the movable property, the two parties also agreed that the transferee to continue to occupy the movable property, the property right from the transfer agreement when the effective effect.Now please respond:According to the above definition, which of the following options is a possession modification?",
752,LOGICQA2.0,"Quoting an article in New Scientist magazine, Cleary said that the role of memory is not necessarily to remember the past, but to help us move into the future. Memory sometimes uses imagination and creation to let us know what to do next, or how to react in certain situations. Some people think that they have the ability to foresee the future, but they may be fragmented memories of the past. If the feeling of deja vu comes from an unremembered memory, it is easy to create the illusion that what happens next also comes from this memory and that you have psychic abilities.",Which of the following options is inconsistent with the above point of view?,"['A. Deja vu is not psychic ability.', 'B. Deja vu can help us see the future.', 'C. Deja vu is an incomplete memory of the past.', ""D. People's memories are not necessarily memories of the past.""]",B,"Read the following context:Quoting an article in New Scientist magazine, Cleary said that the role of memory is not necessarily to remember the past, but to help us move into the future. Memory sometimes uses imagination and creation to let us know what to do next, or how to react in certain situations. Some people think that they have the ability to foresee the future, but they may be fragmented memories of the past. If the feeling of deja vu comes from an unremembered memory, it is easy to create the illusion that what happens next also comes from this memory and that you have psychic abilities.Now please respond:Which of the following options is inconsistent with the above point of view?",
753,LOGICQA2.0,"In many languages other than English there is a word for mother' s brotherwhich is different from the word for father' s brother,  whereas English uses the word uncle for both. Thus, speakers of these languages evidence a more finely discriminated kinship system than English speakers do. The number of basic words for colors also varies widely from language to language. Ttherefore, speakers of languages that have fewer basic words for colors than English has must be perceptually unable to distinguish as many colors as speakers of English can distinguish.","Which one of the following, if true, undermines the conclusion concerning words for colors?","['A. Khmer uses a basic word corresponding to English bluefor most leaves, but uses its basic word corresponding to English green for unripe bananas', 'B. Speakers of English are able to distinguish between lighter and darker shades of the color they call blue, for which Russian has two different basic words.', 'C. The word orangein English has the same origin as the equivalent word in Spanish.', 'D. Almost every language distinguishes red from the other colors']",B,"Read the following context:In many languages other than English there is a word for mother' s brotherwhich is different from the word for father' s brother,  whereas English uses the word uncle for both. Thus, speakers of these languages evidence a more finely discriminated kinship system than English speakers do. The number of basic words for colors also varies widely from language to language. Ttherefore, speakers of languages that have fewer basic words for colors than English has must be perceptually unable to distinguish as many colors as speakers of English can distinguish.Now please respond:Which one of the following, if true, undermines the conclusion concerning words for colors?",
754,LOGICQA2.0,"School is the main channel to spread knowledge, but it is not the only one. It is important to learn book knowledge, but it is also important to learn in practice. No scientist learns his knowledge entirely from school, and no scientist learns his knowledge entirely from books.",Which of the following is the main content of this text?,"['A. Learning book knowledge and participating in practice are two sources of knowledge', 'B. The experience summed up by people through personal practice is true and reliable, while book knowledge is unreliable', ""C. One can't practice everything to acquire knowledge, and there's no need to do that"", 'D. We should not only constantly learn book knowledge, but also constantly enrich our knowledge through practice']",D,"Read the following context:School is the main channel to spread knowledge, but it is not the only one. It is important to learn book knowledge, but it is also important to learn in practice. No scientist learns his knowledge entirely from school, and no scientist learns his knowledge entirely from books.Now please respond:Which of the following is the main content of this text?",
755,LOGICQA2.0,"Not long ago, there were many people type typography, morning paper sending and mechanical typing, and some people were skilled in these occupations. Today, these occupations have disappeared from society. Due to the development of genetic technology, it may help Mankind solves the problem of myopia, a few years later, today's very prosperous glasses industry may also tend to disappear.",Which of the following options can be derived?,"['A. Some new professions will be born', ""B. Some people's career changes are related to technological development"", 'C. In the future, many people will engage in at least two or more occupations in their lifetime', 'D. Lifelong education is the general trend of future education development']",B,"Read the following context:Not long ago, there were many people type typography, morning paper sending and mechanical typing, and some people were skilled in these occupations. Today, these occupations have disappeared from society. Due to the development of genetic technology, it may help Mankind solves the problem of myopia, a few years later, today's very prosperous glasses industry may also tend to disappear.Now please respond:Which of the following options can be derived?",
756,LOGICQA2.0,"Poetry must not only stay in the paper media, but should make full use of the stage, film and television and other platforms, so that it can be accepted by the people and maintain long-term vitality. Many excellent poetry works are highly artistic. In the process of going to the stage and film and television, they incorporate the performers' understanding and feelings, and carry out the second artistic creation of poetry, supplemented by sound, optoelectronics and other forms of modern art expression. it greatly improves the appreciation of poetry.",Which of the following is correct?,"[""A. With the help of contemporary technical means, the people's understanding of poetry is far better than that of the ancients"", 'B. With the help of stage, film and television and other art forms, poetry can maintain its long-term vitality', ""C. The performer's second artistic creation of the poem prolongs the vitality of the poem"", 'D. The popularization of poetry needs the help of stage, film and television and other art forms loved by the people']",B,"Read the following context:Poetry must not only stay in the paper media, but should make full use of the stage, film and television and other platforms, so that it can be accepted by the people and maintain long-term vitality. Many excellent poetry works are highly artistic. In the process of going to the stage and film and television, they incorporate the performers' understanding and feelings, and carry out the second artistic creation of poetry, supplemented by sound, optoelectronics and other forms of modern art expression. it greatly improves the appreciation of poetry.Now please respond:Which of the following is correct?",
757,LOGICQA2.0,"A large survey of scientists found that almost all accept Wang' s Law, and almost all know the results of the Brown-Eisler Experiment. But those results together with Wang' s Law contradict the Minsk Hypothesis. Ttherefore, most of the scientists surveyed reject the Minsk Hypothesis.",The argument requires assuming which one of the following?,"[""A. Wang's Law has in fact been shown to be true."", ""B. The scientists surveyed are generally aware that the results of the Brown-Eisler Experiment together with Wang's Law contradict the Minsk Hypothesis."", 'C. The sample is large enough to be representative of scientists in the field.', 'D. Almost all of the scientists surveyed are familiar with the way in which the results of the Brown-Eisler Experiment were obtained.']",B,"Read the following context:A large survey of scientists found that almost all accept Wang' s Law, and almost all know the results of the Brown-Eisler Experiment. But those results together with Wang' s Law contradict the Minsk Hypothesis. Ttherefore, most of the scientists surveyed reject the Minsk Hypothesis.Now please respond:The argument requires assuming which one of the following?",
